time,rssi,isTag
1641967646.3967657,-64,True
1641967646.613455,-69,True
1641967646.7216845,-64,True
1641967646.830105,-75,True
1641967646.9366817,-64,True
1641967647.0413592,-73,True
1641967647.1480246,-64,True
1641967647.252726,-68,True
1641967647.3607764,-68,True
1641967647.470633,-63,True
1641967647.5784433,-65,True
1641967647.6844716,-65,True
1641967647.788547,-65,True
1641967647.8956597,-65,True
1641967648.0052238,-64,True
1641967648.215321,-63,True
1641967648.3233948,-64,True
1641967648.433142,-63,True
1641967648.537177,-64,True
1641967648.6456933,-63,True
1641967648.7516258,-64,True
1641967648.9706695,-64,True
1641967649.0747242,-68,True
1641967649.1832426,-64,True
1641967649.498629,-69,True
1641967649.6068997,-64,True
1641967649.715261,-65,True
1641967649.9266443,-66,True
1641967650.0346375,-68,True
1641967650.1419363,-64,True
1641967650.2459142,-67,True
1641967650.3532286,-63,True
1641967650.4572363,-67,True
1641967650.5632105,-64,True
1641967650.670386,-67,True
1641967650.7757497,-64,True
1641967650.8804107,-67,True
1641967651.2048826,-68,True
1641967651.310764,-65,True
1641967651.4147737,-68,True
1641967651.520811,-64,True
1641967651.6248112,-67,True
1641967651.7307696,-64,True
1641967651.8373299,-67,True
1641967651.9457598,-64,True
1641967652.0529842,-66,True
1641967652.1611755,-67,True
1641967652.3736086,-68,True
1641967652.5861306,-69,True
1641967652.6922567,-64,True
1641967652.8005977,-66,True
1641967652.9085162,-64,True
1641967653.0143697,-66,True
1641967653.2244732,-67,True
1641967653.3325052,-68,True
1641967657.5063975,-67,True
1641967657.614945,-64,True
1641967657.722135,-67,True
1641967657.8315015,-67,True
1641967657.941314,-63,True
1641967658.0451133,-67,True
1641967658.1525474,-64,True
1641967658.2589626,-67,True
1641967658.368737,-64,True
1641967658.4733405,-65,True
1641967658.6882977,-66,True
1641967658.7977417,-68,True
1641967658.9063313,-63,True
1641967659.010872,-66,True
1641967659.1175647,-64,True
1641967659.222109,-65,True
1641967659.4359326,-65,True
1641967659.5452557,-67,True
1641967659.6565247,-63,True
1641967659.7621639,-66,True
1641967659.8688827,-63,True
1641967659.9746616,-65,True
1641967660.1873295,-67,True
1641967660.2954373,-67,True
1641967660.4038973,-63,True
1641967660.5123348,-66,True
1641967660.8341722,-65,True
1641967660.9414647,-63,True
1641967661.049159,-68,True
1641967661.1551998,-63,True
1641967661.2593396,-67,True
1641967661.3664465,-64,True
1641967661.4711409,-66,True
1641967661.576523,-63,True
1641967661.6811295,-66,True
1641967661.7877674,-63,True
1641967661.8948042,-67,True
1641967662.1060746,-67,True
1641967662.2118695,-68,True
1641967662.3174381,-66,True
1641967667.4396195,-68,True
1641967667.5479524,-63,True
1641967667.6524014,-67,True
1641967667.7591782,-64,True
1641967667.8662188,-67,True
1641967667.973139,-68,True
1641967668.0786598,-66,True
1641967668.1868646,-69,True
1641967668.294496,-63,True
1641967668.6152155,-67,True
1641967668.8264728,-67,True
1641967668.931942,-68,True
1641967669.0418706,-63,True
1641967669.149645,-68,True
1641967669.2556882,-64,True
1641967669.3597436,-69,True
1641967669.4657416,-63,True
1641967669.5727155,-67,True
1641967669.6794052,-64,True
1641967669.7839794,-67,True
1641967669.8894272,-63,True
1641967669.9939904,-66,True
1641967670.0994475,-64,True
1641967670.207884,-67,True
1641967670.3146322,-68,True
1641967670.4245863,-64,True
1641967670.5284152,-69,True
1641967670.6345675,-63,True
1641967670.7397118,-68,True
1641967670.8459601,-63,True
1641967670.9528031,-67,True
1641967671.0584705,-64,True
1641967671.1641192,-66,True
1641967671.3765762,-66,True
1641967671.4834554,-68,True
1641967671.5890222,-67,True
1641967671.6985397,-68,True
1641967671.8095613,-63,True
1641967671.9167156,-67,True
1641967672.1291187,-67,True
1641967672.2337716,-68,True
1641967672.3435664,-64,True
1641967672.4530277,-67,True
1641967672.558539,-64,True
1641967672.666786,-67,True
1641967672.7736747,-67,True
1641967672.8823087,-64,True
1641967672.9861722,-68,True
1641967673.0935006,-64,True
1641967673.197354,-69,True
1641967673.3060052,-64,True
1641967673.413087,-66,True
1641967677.5279877,-67,True
1641967677.633576,-68,True
1641967677.7391384,-67,True
1641967677.8473363,-69,True
1641967677.9534883,-64,True
1641967678.0598826,-68,True
1641967678.1659777,-65,True
1641967678.2701411,-70,True
1641967678.3799198,-65,True
1641967678.4870954,-67,True
1641967678.6969929,-66,True
1641967678.8063872,-68,True
1641967678.9137557,-64,True
1641967679.0189855,-69,True
1641967679.125039,-65,True
1641967679.234507,-66,True
1641967679.447005,-66,True
1641967679.6572113,-67,True
1641967679.978961,-69,True
1641967680.0851753,-65,True
1641967680.188982,-68,True
1641967680.2975972,-64,True
1641967680.4022067,-66,True
1641967680.5075898,-64,True
1641967680.612043,-66,True
1641967680.827135,-65,True
1641967680.9328332,-69,True
1641967681.0426474,-65,True
1641967681.1521661,-67,True
1641967681.260007,-64,True
1641967681.3695695,-67,True
1641967681.4752586,-69,True
1641967681.5825617,-65,True
1641967681.690287,-69,True
1641967681.7988741,-64,True
1641967681.9034238,-68,True
1641967682.0100722,-64,True
1641967682.1146767,-67,True
1641967682.2227924,-70,True
1641967682.3296347,-66,True
1641967685.5266013,-67,True
1641967685.6341207,-64,True
1641967685.7436757,-66,True
1641967685.8529692,-67,True
1641967685.9628375,-65,True
1641967686.0667336,-70,True
1641967686.1741083,-64,True
1641967686.278052,-68,True
1641967686.3853767,-66,True
1641967686.4937136,-66,True
1641967686.599116,-64,True
1641967686.7062025,-65,True
1641967686.9187214,-66,True
1641967687.0267937,-68,True
1641967687.134167,-65,True
1641967687.2405841,-69,True
1641967687.3467104,-65,True
1641967687.4505742,-69,True
1641967687.5566952,-65,True
1641967687.6651497,-68,True
1641967687.8788362,-70,True
1641967687.9883044,-70,True
1641967688.0992596,-65,True
1641967688.2049959,-67,True
1641967688.3130076,-69,True
1641967688.4240901,-65,True
1641967688.5304484,-69,True
1641967688.6401157,-65,True
