index,time,uuid,rssi
6,1626945197,96d86360-21c8-4568-ab47-94c430d7961b,-65
11,1626945198,96d86360-21c8-4568-ab47-94c430d7961b,-72
18,1626945198,96d86360-21c8-4568-ab47-94c430d7961b,-71
27,1626945198,96d86360-21c8-4568-ab47-94c430d7961b,-64
32,1626945198,96d86360-21c8-4568-ab47-94c430d7961b,-72
48,1626945199,96d86360-21c8-4568-ab47-94c430d7961b,-71
52,1626945199,96d86360-21c8-4568-ab47-94c430d7961b,-72
57,1626945199,96d86360-21c8-4568-ab47-94c430d7961b,-64
62,1626945200,96d86360-21c8-4568-ab47-94c430d7961b,-63
67,1626945200,96d86360-21c8-4568-ab47-94c430d7961b,-71
74,1626945200,96d86360-21c8-4568-ab47-94c430d7961b,-64
81,1626945200,96d86360-21c8-4568-ab47-94c430d7961b,-74
88,1626945201,96d86360-21c8-4568-ab47-94c430d7961b,-74
93,1626945201,96d86360-21c8-4568-ab47-94c430d7961b,-72
96,1626945201,96d86360-21c8-4568-ab47-94c430d7961b,-64
102,1626945201,96d86360-21c8-4568-ab47-94c430d7961b,-65
106,1626945201,96d86360-21c8-4568-ab47-94c430d7961b,-74
109,1626945202,96d86360-21c8-4568-ab47-94c430d7961b,-65
117,1626945202,96d86360-21c8-4568-ab47-94c430d7961b,-64
120,1626945202,96d86360-21c8-4568-ab47-94c430d7961b,-73
124,1626945202,96d86360-21c8-4568-ab47-94c430d7961b,-64
131,1626945202,96d86360-21c8-4568-ab47-94c430d7961b,-65
136,1626945203,96d86360-21c8-4568-ab47-94c430d7961b,-74
147,1626945203,96d86360-21c8-4568-ab47-94c430d7961b,-74
151,1626945203,96d86360-21c8-4568-ab47-94c430d7961b,-74
166,1626945204,96d86360-21c8-4568-ab47-94c430d7961b,-65
170,1626945204,96d86360-21c8-4568-ab47-94c430d7961b,-64
177,1626945204,96d86360-21c8-4568-ab47-94c430d7961b,-63
185,1626945205,96d86360-21c8-4568-ab47-94c430d7961b,-64
189,1626945205,96d86360-21c8-4568-ab47-94c430d7961b,-70
209,1626945206,96d86360-21c8-4568-ab47-94c430d7961b,-72
214,1626945206,96d86360-21c8-4568-ab47-94c430d7961b,-66
220,1626945206,96d86360-21c8-4568-ab47-94c430d7961b,-65
223,1626945206,96d86360-21c8-4568-ab47-94c430d7961b,-69
231,1626945206,96d86360-21c8-4568-ab47-94c430d7961b,-76
237,1626945207,96d86360-21c8-4568-ab47-94c430d7961b,-70
242,1626945207,96d86360-21c8-4568-ab47-94c430d7961b,-65
251,1626945207,96d86360-21c8-4568-ab47-94c430d7961b,-76
254,1626945207,96d86360-21c8-4568-ab47-94c430d7961b,-69
259,1626945207,96d86360-21c8-4568-ab47-94c430d7961b,-65
262,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-73
267,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-63
276,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-64
280,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-74
284,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-78
288,1626945208,96d86360-21c8-4568-ab47-94c430d7961b,-71
293,1626945209,96d86360-21c8-4568-ab47-94c430d7961b,-70
297,1626945209,96d86360-21c8-4568-ab47-94c430d7961b,-67
302,1626945209,96d86360-21c8-4568-ab47-94c430d7961b,-72
306,1626945209,96d86360-21c8-4568-ab47-94c430d7961b,-67
310,1626945209,96d86360-21c8-4568-ab47-94c430d7961b,-70
315,1626945210,96d86360-21c8-4568-ab47-94c430d7961b,-64
320,1626945210,96d86360-21c8-4568-ab47-94c430d7961b,-72
328,1626945210,96d86360-21c8-4568-ab47-94c430d7961b,-64
340,1626945211,96d86360-21c8-4568-ab47-94c430d7961b,-68
344,1626945211,96d86360-21c8-4568-ab47-94c430d7961b,-74
346,1626945211,96d86360-21c8-4568-ab47-94c430d7961b,-68
350,1626945211,96d86360-21c8-4568-ab47-94c430d7961b,-73
355,1626945211,96d86360-21c8-4568-ab47-94c430d7961b,-65
368,1626945212,96d86360-21c8-4568-ab47-94c430d7961b,-67
386,1626945212,96d86360-21c8-4568-ab47-94c430d7961b,-67
391,1626945213,96d86360-21c8-4568-ab47-94c430d7961b,-73
394,1626945213,96d86360-21c8-4568-ab47-94c430d7961b,-68
399,1626945213,96d86360-21c8-4568-ab47-94c430d7961b,-72
428,1626945214,96d86360-21c8-4568-ab47-94c430d7961b,-64
433,1626945215,96d86360-21c8-4568-ab47-94c430d7961b,-63
439,1626945215,96d86360-21c8-4568-ab47-94c430d7961b,-64
449,1626945215,96d86360-21c8-4568-ab47-94c430d7961b,-70
455,1626945216,96d86360-21c8-4568-ab47-94c430d7961b,-70
459,1626945216,96d86360-21c8-4568-ab47-94c430d7961b,-63
464,1626945216,96d86360-21c8-4568-ab47-94c430d7961b,-73
475,1626945216,96d86360-21c8-4568-ab47-94c430d7961b,-70
480,1626945217,96d86360-21c8-4568-ab47-94c430d7961b,-68
485,1626945217,96d86360-21c8-4568-ab47-94c430d7961b,-71
489,1626945217,96d86360-21c8-4568-ab47-94c430d7961b,-64
492,1626945217,96d86360-21c8-4568-ab47-94c430d7961b,-66
497,1626945217,96d86360-21c8-4568-ab47-94c430d7961b,-65
502,1626945218,96d86360-21c8-4568-ab47-94c430d7961b,-68
514,1626945218,96d86360-21c8-4568-ab47-94c430d7961b,-74
522,1626945218,96d86360-21c8-4568-ab47-94c430d7961b,-72
526,1626945219,96d86360-21c8-4568-ab47-94c430d7961b,-68
529,1626945219,96d86360-21c8-4568-ab47-94c430d7961b,-72
535,1626945219,96d86360-21c8-4568-ab47-94c430d7961b,-74
540,1626945219,96d86360-21c8-4568-ab47-94c430d7961b,-64
556,1626945220,96d86360-21c8-4568-ab47-94c430d7961b,-73
561,1626945220,96d86360-21c8-4568-ab47-94c430d7961b,-65
570,1626945220,96d86360-21c8-4568-ab47-94c430d7961b,-64
575,1626945220,96d86360-21c8-4568-ab47-94c430d7961b,-71
581,1626945221,96d86360-21c8-4568-ab47-94c430d7961b,-72
