index,time,uuid,rssi
0,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-62
1,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-62
2,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-50
3,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-65
5,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-65
6,1626945345,00021592-a7d5-0268-024f-0b9ab687c246,-66
7,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-63
9,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-50
10,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-69
12,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-70
13,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-63
14,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-50
15,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-50
16,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-70
17,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-64
19,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-51
20,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-51
22,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-65
23,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-52
25,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-52
26,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-66
27,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-64
29,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-64
30,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-66
31,1626945346,00021592-a7d5-0268-024f-0b9ab687c246,-51
33,1626945347,00021592-a7d5-0268-024f-0b9ab687c246,-61
34,1626945347,00021592-a7d5-0268-024f-0b9ab687c246,-62
35,1626945347,00021592-a7d5-0268-024f-0b9ab687c246,-63
37,1626945347,00021592-a7d5-0268-024f-0b9ab687c246,-52
38,1626945347,00021592-a7d5-0268-024f-0b9ab687c246,-64
