index,time,uuid,rssi
2,1626945008,96d86360-21c8-4568-ab47-94c430d7961b,-67
15,1626945008,96d86360-21c8-4568-ab47-94c430d7961b,-68
27,1626945009,96d86360-21c8-4568-ab47-94c430d7961b,-67
35,1626945009,96d86360-21c8-4568-ab47-94c430d7961b,-82
38,1626945009,96d86360-21c8-4568-ab47-94c430d7961b,-68
46,1626945010,96d86360-21c8-4568-ab47-94c430d7961b,-77
50,1626945010,96d86360-21c8-4568-ab47-94c430d7961b,-68
57,1626945010,96d86360-21c8-4568-ab47-94c430d7961b,-67
64,1626945010,96d86360-21c8-4568-ab47-94c430d7961b,-67
89,1626945011,96d86360-21c8-4568-ab47-94c430d7961b,-66
95,1626945012,96d86360-21c8-4568-ab47-94c430d7961b,-66
102,1626945012,96d86360-21c8-4568-ab47-94c430d7961b,-67
114,1626945013,96d86360-21c8-4568-ab47-94c430d7961b,-66
136,1626945014,96d86360-21c8-4568-ab47-94c430d7961b,-66
155,1626945015,96d86360-21c8-4568-ab47-94c430d7961b,-86
159,1626945015,96d86360-21c8-4568-ab47-94c430d7961b,-67
165,1626945015,96d86360-21c8-4568-ab47-94c430d7961b,-67
171,1626945015,96d86360-21c8-4568-ab47-94c430d7961b,-67
176,1626945016,96d86360-21c8-4568-ab47-94c430d7961b,-67
181,1626945016,96d86360-21c8-4568-ab47-94c430d7961b,-68
189,1626945016,96d86360-21c8-4568-ab47-94c430d7961b,-67
200,1626945017,96d86360-21c8-4568-ab47-94c430d7961b,-67
205,1626945017,96d86360-21c8-4568-ab47-94c430d7961b,-67
211,1626945017,96d86360-21c8-4568-ab47-94c430d7961b,-67
224,1626945018,96d86360-21c8-4568-ab47-94c430d7961b,-67
266,1626945020,96d86360-21c8-4568-ab47-94c430d7961b,-66
320,1626945022,96d86360-21c8-4568-ab47-94c430d7961b,-74
325,1626945022,96d86360-21c8-4568-ab47-94c430d7961b,-67
350,1626945023,96d86360-21c8-4568-ab47-94c430d7961b,-69
363,1626945024,96d86360-21c8-4568-ab47-94c430d7961b,-68
370,1626945024,96d86360-21c8-4568-ab47-94c430d7961b,-69
389,1626945025,96d86360-21c8-4568-ab47-94c430d7961b,-68
399,1626945026,96d86360-21c8-4568-ab47-94c430d7961b,-82
404,1626945026,96d86360-21c8-4568-ab47-94c430d7961b,-69
411,1626945026,96d86360-21c8-4568-ab47-94c430d7961b,-69
421,1626945027,96d86360-21c8-4568-ab47-94c430d7961b,-69
430,1626945027,96d86360-21c8-4568-ab47-94c430d7961b,-70
445,1626945028,96d86360-21c8-4568-ab47-94c430d7961b,-68
475,1626945029,96d86360-21c8-4568-ab47-94c430d7961b,-66
482,1626945030,96d86360-21c8-4568-ab47-94c430d7961b,-66
485,1626945030,96d86360-21c8-4568-ab47-94c430d7961b,-75
488,1626945030,96d86360-21c8-4568-ab47-94c430d7961b,-68
501,1626945030,96d86360-21c8-4568-ab47-94c430d7961b,-70
511,1626945031,96d86360-21c8-4568-ab47-94c430d7961b,-66
537,1626945032,96d86360-21c8-4568-ab47-94c430d7961b,-67
545,1626945032,96d86360-21c8-4568-ab47-94c430d7961b,-65
552,1626945033,96d86360-21c8-4568-ab47-94c430d7961b,-65
555,1626945033,96d86360-21c8-4568-ab47-94c430d7961b,-67
560,1626945033,96d86360-21c8-4568-ab47-94c430d7961b,-80
564,1626945033,96d86360-21c8-4568-ab47-94c430d7961b,-79
570,1626945034,96d86360-21c8-4568-ab47-94c430d7961b,-66
594,1626945034,96d86360-21c8-4568-ab47-94c430d7961b,-66
601,1626945035,96d86360-21c8-4568-ab47-94c430d7961b,-69
607,1626945035,96d86360-21c8-4568-ab47-94c430d7961b,-67
610,1626945035,96d86360-21c8-4568-ab47-94c430d7961b,-76
634,1626945036,96d86360-21c8-4568-ab47-94c430d7961b,-67
642,1626945036,96d86360-21c8-4568-ab47-94c430d7961b,-70
665,1626945037,96d86360-21c8-4568-ab47-94c430d7961b,-69
670,1626945037,96d86360-21c8-4568-ab47-94c430d7961b,-66
684,1626945038,96d86360-21c8-4568-ab47-94c430d7961b,-68
692,1626945038,96d86360-21c8-4568-ab47-94c430d7961b,-85
700,1626945039,96d86360-21c8-4568-ab47-94c430d7961b,-84
728,1626945040,96d86360-21c8-4568-ab47-94c430d7961b,-70
740,1626945041,96d86360-21c8-4568-ab47-94c430d7961b,-71
753,1626945041,96d86360-21c8-4568-ab47-94c430d7961b,-69
760,1626945041,96d86360-21c8-4568-ab47-94c430d7961b,-70
769,1626945042,96d86360-21c8-4568-ab47-94c430d7961b,-70
775,1626945042,96d86360-21c8-4568-ab47-94c430d7961b,-69
