time,rssi,isTag
1641970222.5956562,-66,True
1641970222.7015119,-70,True
1641970222.8099668,-68,True
1641970222.9140556,-69,True
1641970223.0213597,-69,True
1641970223.1265876,-69,True
1641970223.232529,-67,True
1641970223.3365812,-70,True
1641970223.4438262,-67,True
1641970223.553047,-67,True
1641970223.6588304,-69,True
1641970223.7631726,-68,True
1641970223.871595,-76,True
1641970223.9768648,-69,True
1641970224.081588,-81,True
1641970224.190066,-65,True
1641970224.2965775,-75,True
1641970224.402563,-67,True
1641970224.510635,-67,True
1641970224.617488,-66,True
1641970224.7231393,-67,True
1641970224.8318117,-74,True
1641970224.9403598,-70,True
1641970225.0440814,-76,True
1641970225.1501765,-71,True
1641970225.2565906,-76,True
1641970225.3637257,-71,True
1641970225.467711,-74,True
1641970225.5752962,-68,True
1641970225.7863986,-65,True
1641970225.8920336,-69,True
1641970226.1113927,-81,True
1641970226.3264804,-83,True
1641970226.753176,-81,True
1641970226.8628912,-81,True
1641970226.9677725,-84,True
1641970227.076389,-80,True
1641970227.1833715,-73,True
1641970227.82765,-85,True
1641970227.9319675,-73,True
1641970228.1457977,-74,True
1641970228.3557966,-73,True
1641970228.5702243,-84,True
1641970228.7864048,-82,True
1641970228.8908477,-72,True
1641970228.9976156,-82,True
1641970229.1032453,-71,True
1641970229.2130527,-75,True
1641970229.3240585,-64,True
1641970233.709127,-65,True
1641970233.815619,-63,True
1641970233.921601,-67,True
1641970234.0268013,-63,True
1641970234.1340432,-66,True
1641970234.2450478,-64,True
1641970234.454999,-64,True
1641970234.56198,-62,True
1641970234.6705513,-67,True
1641970234.8868525,-66,True
1641970234.997705,-64,True
1641970235.1032383,-62,True
1641970235.2105515,-66,True
1641970235.3183641,-62,True
1641970235.4230556,-67,True
1641970235.5314174,-64,True
1641970235.6354551,-67,True
1641970235.7414849,-64,True
1641970235.8455517,-68,True
1641970235.9526696,-65,True
1641970236.167717,-64,True
1641970236.271991,-62,True
1641970236.377734,-64,True
1641970236.4820423,-63,True
1641970236.700305,-65,True
1641970236.8067913,-67,True
1641970236.9164824,-65,True
1641970237.0220447,-63,True
1641970237.1319385,-67,True
1641970237.2414694,-64,True
1641970237.4591122,-65,True
1641970237.5645413,-64,True
1641970237.7771497,-63,True
1641970237.8830545,-69,True
1641970237.9928253,-65,True
1641970238.096858,-69,True
1641970238.2078044,-66,True
1641970238.3146536,-63,True
1641970238.4205663,-69,True
1641970243.6212065,-66,True
1641970243.7276793,-67,True
1641970243.8322988,-65,True
1641970243.939047,-66,True
1641970244.0472589,-66,True
1641970244.1530013,-69,True
1641970244.262733,-66,True
1641970244.3711367,-64,True
1641970244.4790628,-66,True
1641970244.583583,-65,True
1641970244.691898,-70,True
1641970244.7973495,-64,True
1641970244.905644,-70,True
1641970245.0128055,-66,True
1641970245.1180696,-70,True
1641970245.22526,-67,True
1641970245.4352376,-66,True
1641970245.5449014,-66,True
1641970245.6506987,-70,True
1641970245.758491,-65,True
1641970245.863158,-71,True
1641970245.9726384,-66,True
1641970246.0767925,-70,True
1641970246.2867966,-70,True
1641970246.3939059,-68,True
1641970246.5010388,-64,True
1641970246.7110586,-64,True
1641970247.1348696,-64,True
1641970247.2431705,-70,True
1641970247.3485687,-65,True
1641970247.4544442,-70,True
1641970247.5651755,-67,True
1641970247.6723104,-64,True
1641970247.7790163,-67,True
1641970247.995656,-69,True
1641970248.1052122,-66,True
1641970248.4285927,-64,True
1641970248.5380926,-69,True
1641970248.6452491,-67,True
1641970248.7511103,-64,True
1641970248.968533,-64,True
1641970249.0744932,-70,True
1641970249.1827674,-67,True
1641970249.2911162,-64,True
1641970249.3964329,-67,True
1641970253.725497,-69,True
1641970253.8363526,-66,True
1641970253.94473,-65,True
1641970254.2654305,-69,True
1641970254.3725426,-67,True
1641970254.585259,-66,True
1641970254.69368,-64,True
1641970254.7990553,-66,True
1641970254.9061613,-65,True
1641970255.0119042,-69,True
1641970255.117413,-64,True
1641970255.2245255,-70,True
1641970255.3315346,-68,True
1641970255.4357855,-70,True
1641970255.5415409,-67,True
1641970255.7528083,-67,True
1641970255.8569949,-70,True
1641970255.9628303,-67,True
1641970256.1752782,-67,True
1641970256.283646,-65,True
1641970256.3890991,-67,True
1641970256.4936376,-65,True
1641970256.5990577,-68,True
1641970256.703635,-65,True
1641970256.810721,-69,True
1641970256.916195,-64,True
1641970257.0231407,-68,True
1641970257.1315572,-67,True
1641970257.2356467,-69,True
1641970257.34151,-67,True
1641970257.4456875,-69,True
1641970257.551507,-66,True
1641970257.656945,-69,True
1641970257.7652671,-66,True
1641970257.9753125,-66,True
1641970258.0824711,-64,True
1641970258.1878905,-66,True
1641970258.2924483,-65,True
1641970258.3978515,-67,True
1641970261.6761737,-69,True
1641970261.781513,-67,True
1641970261.9976754,-67,True
1641970262.102332,-64,True
1641970262.3185098,-64,True
1641970262.4272666,-69,True
1641970262.536687,-66,True
1641970262.6414201,-64,True
1641970262.7466722,-66,True
1641970262.855159,-64,True
1641970262.963427,-69,True
1641970263.1759644,-68,True
1641970263.2816825,-66,True
1641970263.3859456,-69,True
1641970263.4918613,-65,True
1641970263.709231,-66,True
1641970263.8187451,-63,True
1641970263.92335,-69,True
1641970264.031662,-66,True
1641970264.135823,-69,True
1641970264.2467062,-66,True
1641970264.3562987,-64,True
1641970264.462078,-69,True
1641970264.5675519,-65,True
1641970264.6758776,-69,True
1641970264.7829509,-65,True
1641970264.8870802,-69,True
1641970264.9942179,-66,True
1641970265.098369,-69,True
1641970265.2078812,-66,True
1641970265.3163233,-64,True
1641970265.420858,-52,True
1641970265.526248,-64,True
1641970265.6345463,-68,True
1641970265.742885,-65,True
1641970265.8471177,-68,True
1641970265.9529216,-65,True
1641970266.0582905,-69,True
1641970266.1640906,-66,True
1641970266.27251,-65,True
1641970266.377883,-66,True
1641970266.4864464,-64,True
1641970266.5958812,-69,True
1641970266.7029169,-65,True
1641970266.808431,-69,True
1641970266.9141731,-67,True
1641970267.018393,-69,True
1641970267.1241698,-66,True
1641970267.2283885,-69,True
1641970267.3367522,-65,True
1641970267.4438772,-64,True
1641970272.8277228,-65,True
1641970272.932392,-65,True
1641970273.039003,-66,True
1641970273.1461525,-65,True
1641970273.251987,-69,True
1641970273.3627203,-66,True
1641970273.46982,-69,True
1641970273.5779896,-67,True
1641970273.6876109,-65,True
1641970273.7922409,-68,True
1641970273.8988216,-64,True
1641970274.0072067,-68,True
1641970274.1154785,-65,True
1641970274.2214196,-64,True
1641970274.326702,-64,True
1641970274.4313705,-65,True
1641970274.5410428,-68,True
1641970274.6463902,-64,True
1641970274.7510548,-68,True
1641970274.8563986,-64,True
1641970274.964735,-68,True
1641970275.1760583,-69,True
1641970275.286808,-66,True
1641970275.3914933,-64,True
1641970275.6077626,-63,True
1641970275.7135055,-68,True
1641970275.8189573,-63,True
1641970275.9235885,-69,True
1641970276.0288882,-64,True
1641970276.1348512,-68,True
1641970276.2417505,-66,True
1641970276.3499074,-68,True
1641970276.4594684,-65,True
1641970276.5652716,-63,True
1641970276.7777927,-63,True
1641970276.8823733,-68,True
1641970277.097331,-67,True
1641970277.203173,-65,True
1641970277.3085155,-68,True
1641970277.4155412,-66,True
1641970277.5198572,-68,True
1641970277.6254673,-66,True
1641970277.7298446,-68,True
1641970277.8381097,-65,True
1641970277.942654,-63,True
1641970278.049341,-65,True
1641970278.156549,-64,True
1641970278.2623827,-68,True
1641970278.4748104,-69,True
1641970278.58196,-65,True
1641970278.6873994,-69,True
1641970278.7943056,-65,True
1641970278.898569,-69,True
1641970279.0067883,-66,True
1641970279.1115665,-64,True
1641970279.2194567,-66,True
1641970279.323977,-65,True
1641970279.4336562,-68,True
1641970284.631815,-65,True
1641970284.7409437,-70,True
1641970284.8489857,-65,True
1641970284.9573321,-68,True
1641970285.0631564,-67,True
1641970285.17007,-69,True
1641970285.2768679,-65,True
1641970285.3854759,-66,True
1641970285.5978346,-64,True
1641970285.702446,-69,True
1641970285.8079653,-65,True
1641970285.9147215,-68,True
1641970286.0257676,-65,True
1641970286.1329618,-64,True
1641970286.2395132,-66,True
1641970286.3453343,-64,True
1641970286.5619187,-66,True
1641970286.6673374,-69,True
1641970286.776876,-66,True
1641970286.881612,-64,True
1641970286.9869914,-66,True
1641970287.0942266,-64,True
1641970287.3089197,-64,True
1641970287.5189228,-64,True
1641970287.6235318,-68,True
1641970287.7318497,-66,True
1641970287.8361096,-69,True
1641970287.945603,-66,True
1641970288.0553493,-64,True
1641970288.1634817,-69,True
1641970288.2690601,-64,True
1641970288.3734832,-69,True
1641970288.589861,-69,True
1641970288.6955745,-66,True
1641970288.802819,-64,True
1641970289.0166917,-64,True
1641970289.125982,-69,True
1641970289.2318711,-66,True
1641970289.3359885,-69,True
1641970289.4431438,-66,True
1641970291.632652,-65,True
1641970291.8421512,-67,True
1641970291.9460819,-69,True
1641970292.0555975,-65,True
1641970292.1615748,-64,True
1641970292.3729784,-64,True
1641970292.4781742,-66,True
1641970292.58659,-65,True
1641970292.694772,-69,True
1641970292.9085684,-69,True
1641970293.0170407,-66,True
1641970293.1217132,-64,True
1641970293.2282543,-65,True
1641970293.332935,-64,True
1641970293.5467763,-64,True
1641970293.6547914,-70,True
1641970293.764476,-66,True
1641970293.869901,-69,True
1641970293.9795566,-65,True
1641970294.0882232,-64,True
1641970294.1923492,-69,True
1641970294.302045,-66,True
1641970294.4099452,-68,True
1641970294.515749,-66,True
1641970294.6217926,-64,True
1641970295.0557754,-66,True
1641970295.1600704,-68,True
1641970295.2658317,-67,True
1641970295.3699946,-69,True
1641970295.4770544,-66,True
1641970295.5829513,-64,True
1641970295.6896024,-66,True
1641970295.7942178,-64,True
1641970295.9035704,-68,True
1641970296.0144699,-65,True
1641970296.121726,-64,True
1641970296.3342776,-64,True
1641970300.6622796,-66,True
1641970300.7671752,-68,True
1641970300.8756235,-66,True
1641970300.979815,-68,True
1641970301.085633,-66,True
1641970301.189735,-68,True
1641970301.2968748,-65,True
1641970301.401546,-63,True
1641970301.6181145,-65,True
1641970301.7248743,-69,True
1641970301.8334262,-66,True
1641970301.9399033,-69,True
1641970302.0458212,-66,True
1641970302.1544082,-65,True
1641970302.262418,-68,True
1641970302.372086,-66,True
1641970302.4774883,-69,True
1641970302.5833187,-67,True
1641970302.6873505,-69,True
1641970302.7970765,-67,True
1641970302.9031565,-66,True
1641970303.0122962,-69,True
1641970303.118165,-64,True
1641970303.2249854,-68,True
1641970303.4386187,-70,True
1641970303.5458825,-65,True
1641970303.6500099,-70,True
1641970303.865435,-64,True
1641970304.0766788,-63,True
1641970304.1833162,-69,True
1641970304.2921467,-63,True
1641970304.3973255,-67,True
1641970304.5035098,-63,True
1641970304.6075037,-68,True
1641970304.7147033,-63,True
1641970304.818754,-67,True
1641970304.9245965,-65,True
1641970305.0287623,-67,True
1641970305.137088,-65,True
1641970305.241765,-63,True
1641970305.4555743,-63,True
1641970307.769298,-64,True
1641970307.877474,-69,True
1641970307.9860146,-66,True
1641970308.0899575,-69,True
1641970308.1971405,-68,True
1641970308.3017933,-64,True
1641970308.5156298,-64,True
1641970308.7255988,-64,True
1641970308.8337054,-69,True
1641970309.0449567,-71,True
1641970309.2562406,-70,True
1641970309.3622136,-67,True
1641970309.4661753,-70,True
1641970309.5759647,-67,True
1641970309.6799738,-70,True
1641970309.7871795,-66,True
1641970309.8943298,-63,True
1641970310.003702,-69,True
1641970310.2174973,-69,True
1641970310.4300516,-70,True
1641970310.535938,-67,True
1641970310.6399624,-70,True
1641970310.7497494,-67,True
1641970310.8568316,-65,True
1641970310.9649506,-70,True
1641970311.0747144,-67,True
1641970311.1799905,-70,True
1641970311.2859604,-67,True
1641970311.3899872,-69,True
1641970311.92752,-69,True
1641970312.0336514,-66,True
1641970312.1400201,-70,True
1641970312.248573,-67,True
1641970312.3543549,-64,True
1641970316.6720965,-65,True
1641970316.8816595,-65,True
1641970316.9871678,-67,True
1641970317.0929065,-65,True
1641970317.3121521,-67,True
1641970317.4198174,-70,True
1641970317.638207,-65,True
1641970317.742605,-70,True
1641970317.8482928,-65,True
1641970317.9551423,-70,True
1641970318.063739,-68,True
1641970318.1675196,-69,True
1641970318.2750208,-67,True
1641970318.383221,-65,True
1641970318.4887228,-67,True
1641970318.594471,-65,True
1641970318.6998932,-67,True
1641970318.8070147,-65,True
1641970318.9126275,-70,True
1641970319.0182874,-65,True
1641970319.1226418,-69,True
1641970319.2324357,-67,True
1641970319.3376377,-70,True
1641970319.4450066,-66,True
1641970319.5544362,-64,True
1641970319.6599576,-67,True
1641970319.7683039,-65,True
1641970319.8738966,-69,True
1641970319.9794736,-65,True
1641970320.086321,-68,True
1641970320.1975343,-67,True
1641970320.3032093,-64,True
1641970320.51838,-65,True
1641970320.6225863,-69,True
1641970320.8327413,-70,True
1641970321.0438278,-70,True
1641970321.1537025,-68,True
1641970321.2620502,-65,True
1641970321.3674512,-67,True
1641970321.4733012,-64,True
1641970321.5825984,-70,True
1641970321.7950804,-69,True
1641970322.0052454,-69,True
1641970322.2176938,-69,True
1641970322.3262224,-68,True
1641970322.430142,-68,True
1641970322.5399742,-67,True
1641970326.916149,-68,True
1641970327.0243714,-64,True
1641970327.1336706,-69,True
