index,uuid,time,rssi
0,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189392.3307362,-43
1,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189392.6176286,-44
2,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189392.8997588,-42
3,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189393.1852765,-46
4,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189393.4698381,-43
5,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189393.7540903,-44
6,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189394.0351777,-42
7,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189394.6038916,-43
8,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189394.8953068,-46
9,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189395.1798155,-38
10,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189395.757261,-40
11,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189396.0463762,-40
12,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189396.3353157,-44
13,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189396.6211493,-43
14,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189396.9065738,-46
15,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189397.1961954,-43
16,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189397.4863954,-44
17,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189398.0577211,-40
18,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189398.6323364,-43
19,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189398.9141088,-45
20,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189399.2012532,-42
21,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189399.7736506,-38
22,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189400.0603094,-39
23,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189400.3528514,-45
24,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189400.6436017,-42
25,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189400.926622,-45
26,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189401.209869,-38
27,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189401.4953728,-46
28,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189401.779875,-43
29,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189402.0653613,-44
30,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189402.3561354,-38
31,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189402.6414435,-39
32,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189402.9304173,-44
33,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189403.210178,-45
34,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189403.49717,-42
35,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189403.786446,-40
36,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189404.0704112,-46
37,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189404.355195,-43
38,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189404.6441157,-46
39,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189404.9335625,-43
40,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189405.223951,-40
41,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189405.5103967,-46
42,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189405.8010576,-42
43,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189406.0853758,-47
44,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189406.3677342,-44
45,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189406.651635,-46
46,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189406.9410567,-43
47,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189407.225372,-44
48,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189407.5135424,-43
49,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189408.0860555,-42
50,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632189408.2689948,-68
