index,uuid,time,rssi
0,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.2092454,-40
1,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.2406113,-39
2,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.2754831,-44
3,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.3461318,-41
4,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.3828762,-42
5,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.4238894,-40
6,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.4586608,-36
7,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.4888241,-39
8,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.52623,-37
9,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.6101353,-36
10,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.6414535,-35
11,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.673774,-42
12,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.7732737,-37
13,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.805584,-42
14,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.8428311,-40
15,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.8851936,-35
16,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.9258614,-42
17,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.9592862,-45
18,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206750.989109,-39
19,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.0204127,-39
20,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.0890763,-36
21,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.1192462,-35
22,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.1542869,-37
23,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.1897848,-42
24,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.2260666,-42
25,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.2629988,-40
26,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.299099,-41
27,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.3291304,-35
28,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.366581,-35
29,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.3952858,-36
30,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.431626,-43
31,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.5148222,-40
32,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.544822,-36
33,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.611856,-42
34,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632206751.6444144,-37
