index,time,uuid,rssi
0,1627788951.3142815,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
1,1627788951.4487827,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
2,1627788951.5842507,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
3,1627788951.7150416,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
4,1627788951.8505366,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
5,1627788951.990038,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
6,1627788952.256278,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
7,1627788952.5325682,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
8,1627788952.7962768,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
9,1627788952.9355404,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
10,1627788953.0767703,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
11,1627788953.205514,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
12,1627788953.336259,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
13,1627788953.6100955,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
14,1627788953.7467487,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
15,1627788953.8825662,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
16,1627788954.021702,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
17,1627788954.155536,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
18,1627788954.288029,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
19,1627788954.4243255,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
20,1627788954.5605447,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
21,1627788954.7018223,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
22,1627788954.8305585,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
23,1627788954.9667828,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
24,1627788955.0992463,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
25,1627788955.2405233,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
26,1627788955.3705142,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
27,1627788955.504278,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
28,1627788955.6437597,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
29,1627788955.7767706,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
30,1627788955.91505,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
31,1627788956.1925845,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
32,1627788956.331726,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
33,1627788956.4655564,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
34,1627788956.5942705,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
35,1627788956.7355142,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
36,1627788956.865493,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
37,1627788957.0000126,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
38,1627788957.2687676,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
39,1627788957.3993254,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
40,1627788957.5387678,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
41,1627788957.6693196,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
42,1627788957.808775,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
43,1627788957.944239,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
44,1627788958.0844932,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
45,1627788958.223745,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
46,1627788958.3618531,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
47,1627788958.4904845,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
48,1627788958.6306305,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
49,1627788958.770028,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
50,1627788959.0350177,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
51,1627788959.1693532,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
52,1627788959.3005772,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
53,1627788959.4326227,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
54,1627788959.5705633,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
55,1627788959.7080905,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
56,1627788959.8368297,80b970d7-6e39-45a6-81c9-9a312d21e009,-70
57,1627788959.9726105,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
58,1627788960.1055765,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
59,1627788960.2400951,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
60,1627788960.3742921,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
61,1627788960.510083,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
62,1627788960.6480494,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
63,1627788960.781202,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
64,1627788960.9155064,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
65,1627788961.0556045,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
66,1627788961.3242946,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
67,1627788961.7305284,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
68,1627788961.8655298,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
69,1627788962.0004961,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
70,1627788962.1418135,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
71,1627788962.270504,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
72,1627788962.402566,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
73,1627788962.5380182,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
74,1627788962.672615,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
75,1627788962.9387825,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
76,1627788963.0780032,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
77,1627788963.215584,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
78,1627788963.3537848,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
79,1627788963.4867747,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
80,1627788963.6193848,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
81,1627788963.7555616,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
82,1627788963.8868253,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
83,1627788964.017569,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
84,1627788964.1505756,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
85,1627788964.4180906,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
86,1627788964.5550516,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
87,1627788964.6869187,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
88,1627788964.8205576,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
89,1627788964.9555628,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
90,1627788965.0880423,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
91,1627788965.2293532,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
92,1627788965.3675501,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
93,1627788965.5067945,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
94,1627788965.6400478,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
95,1627788965.7768226,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
96,1627788965.912594,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
97,1627788966.0467935,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
98,1627788966.1825788,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
99,1627788966.4450622,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
100,1627788966.5780687,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
101,1627788966.7105687,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
102,1627788966.851858,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
103,1627788966.9863138,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
104,1627788967.1255434,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
105,1627788967.400568,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
106,1627788967.5325944,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
107,1627788967.665542,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
108,1627788967.8025858,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
109,1627788967.9393098,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
110,1627788968.0700812,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
111,1627788968.206804,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
112,1627788968.3400571,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
113,1627788968.6075532,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
114,1627788968.8801293,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
115,1627788969.0155365,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
116,1627788969.1568253,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
117,1627788969.288027,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
118,1627788969.4225876,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
119,1627788969.5618293,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
120,1627788969.6993134,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
121,1627788969.9705637,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
122,1627788970.108805,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
123,1627788970.37383,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
124,1627788970.5093193,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
125,1627788970.6463218,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
126,1627788970.780567,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
127,1627788971.0480824,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
128,1627788971.1863167,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
129,1627788971.324288,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
130,1627788971.458812,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
131,1627788971.5980449,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
132,1627788971.7300575,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
133,1627788971.8693159,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
134,1627788972.0012443,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
135,1627788972.1355405,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
136,1627788972.2725902,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
137,1627788972.5412426,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
138,1627788972.6755285,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
139,1627788972.808797,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
140,1627788972.9480033,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
141,1627788973.085546,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
142,1627788973.225062,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
143,1627788973.4963093,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
144,1627788973.7688637,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
145,1627788973.89932,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
146,1627788974.0293007,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
147,1627788974.1668093,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
148,1627788974.2967846,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
149,1627788974.4300718,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
150,1627788974.7000923,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
151,1627788974.8305576,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
152,1627788974.9688125,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
153,1627788975.235079,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
154,1627788975.366812,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
155,1627788975.499261,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
156,1627788975.634318,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
157,1627788975.7705348,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
158,1627788975.909305,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
159,1627788976.0417686,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
160,1627788976.3138227,80b970d7-6e39-45a6-81c9-9a312d21e009,-61
161,1627788976.4468424,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
162,1627788976.5863163,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
163,1627788976.7180772,80b970d7-6e39-45a6-81c9-9a312d21e009,-65
164,1627788976.8563437,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
165,1627788976.986811,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
166,1627788977.115526,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
167,1627788977.2500913,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
168,1627788977.389289,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
169,1627788977.5225832,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
170,1627788977.6592803,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
171,1627788977.792612,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
172,1627788978.0575697,80b970d7-6e39-45a6-81c9-9a312d21e009,-62
173,1627788978.1893332,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
174,1627788978.318032,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
175,1627788978.4580383,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
176,1627788978.593792,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
177,1627788978.726867,80b970d7-6e39-45a6-81c9-9a312d21e009,-64
178,1627788978.8580365,80b970d7-6e39-45a6-81c9-9a312d21e009,-68
179,1627788978.988793,80b970d7-6e39-45a6-81c9-9a312d21e009,-63
180,1627788979.1267924,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
181,1627788979.2668142,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
182,1627788979.396782,80b970d7-6e39-45a6-81c9-9a312d21e009,-67
183,1627788979.5380666,80b970d7-6e39-45a6-81c9-9a312d21e009,-66
184,1627788979.668027,80b970d7-6e39-45a6-81c9-9a312d21e009,-69
