index,uuid,time,rssi
0,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964485.5144866,-60
1,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964485.6214187,-59
2,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964485.8315709,-59
3,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964485.9371312,-63
4,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.0468173,-62
5,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.1520832,-66
6,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.2594378,-61
7,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.363325,-65
8,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.4730206,-60
9,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.580253,-60
10,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.6870968,-64
11,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964486.9033415,-64
12,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.0093117,-59
13,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.1163983,-60
14,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.221703,-60
15,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.330183,-60
16,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.5425918,-61
17,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.6471112,-88
18,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.861885,-66
19,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964487.9729607,-62
20,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.0799785,-64
21,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.2936718,-61
22,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.4030366,-66
23,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.509061,-63
24,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.6143522,-65
25,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.7215397,-62
26,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.826186,-61
27,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964488.9315774,-64
28,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.0374138,-61
29,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.1468115,-65
30,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.25241,-61
31,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.4664602,-62
32,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.572993,-69
33,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.7843294,-71
34,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641964489.8939717,-63
