index,uuid,time,rssi
0,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970222.5956562,-66
1,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970222.7015119,-70
2,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970222.8099668,-68
3,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970222.9140556,-69
4,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.0213597,-69
5,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.1265876,-69
6,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.232529,-67
7,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.3365812,-70
8,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.4438262,-67
9,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.553047,-67
10,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.6588304,-69
11,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.7631726,-68
12,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.871595,-76
13,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970223.9768648,-69
14,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.081588,-81
15,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.190066,-65
16,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.2965775,-75
17,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.402563,-67
18,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.510635,-67
19,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.617488,-66
20,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.7231393,-67
21,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.8318117,-74
22,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970224.9403598,-70
23,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.0440814,-76
24,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.1501765,-71
25,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.2565906,-76
26,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.3637257,-71
27,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.467711,-74
28,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.5752962,-68
29,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.7863986,-65
30,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970225.8920336,-69
31,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970226.1113927,-81
32,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970226.3264804,-83
33,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970226.753176,-81
34,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970226.8628912,-81
35,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970226.9677725,-84
36,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641970227.076389,-80
