index,uuid,time,rssi
0,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.0446966,-79
1,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.1516514,-59
2,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.2581382,-76
3,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.3678641,-58
4,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.578927,-57
5,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.6871457,-67
6,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.79556,-68
7,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965022.901723,-59
8,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.008377,-69
9,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.1166892,-61
10,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.2223077,-63
11,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.3319705,-66
12,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.437414,-70
13,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.5444627,-77
14,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.6517384,-62
15,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965023.866632,-58
16,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.0832186,-74
17,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.1918216,-59
18,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.2968838,-74
19,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.402925,-59
20,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.509484,-74
21,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.6152937,-60
22,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.7194111,-75
23,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.826634,-60
24,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965024.934638,-71
25,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965025.1484094,-70
26,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965025.2568874,-82
27,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965025.3665783,-59
28,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965025.7980654,-77
29,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965025.9040482,-61
30,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.0079813,-73
31,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.115241,-59
32,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.219108,-74
33,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.3252008,-59
34,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.5363605,-60
35,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.7487345,-61
36,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.855593,-71
37,94ebb9a2-9318-e349-ce93-eb7b5dcc369a,1641965026.9640636,-71
