index,uuid,time,rssi
0,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311017.9911616,-72
1,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.1194856,-69
2,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.3786194,-71
3,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.5094764,-69
4,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.6356654,-70
5,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.7606485,-76
6,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311018.8843021,-75
7,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.010141,-73
8,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.1395824,-70
9,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.267204,-68
10,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.392976,-75
11,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.5168886,-75
12,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311019.7758474,-68
13,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.0241957,-75
14,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.1501734,-71
15,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.2793677,-68
16,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.4044983,-67
17,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.652932,-78
18,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.7861423,-72
19,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311020.9131575,-67
20,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311021.0415885,-75
21,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311021.1700134,-72
22,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311021.674127,-74
23,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311021.803724,-70
24,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311021.9285421,-68
25,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.0555766,-68
26,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.1815531,-73
27,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.304154,-73
28,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.4350145,-69
29,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.5618522,-70
30,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.6842937,-69
31,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311022.9316244,-73
32,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.0542119,-77
33,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.3131218,-68
34,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.4454422,-75
35,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.576151,-70
36,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.7006667,-68
37,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.8304448,-79
38,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311023.9638498,-69
39,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.0905252,-69
40,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.220394,-77
41,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.348793,-73
42,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.4712486,-73
43,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.600509,-70
44,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.849206,-75
45,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311024.9765184,-76
46,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.1037538,-71
47,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.351681,-69
48,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.4826894,-76
49,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.6053114,-75
50,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.6398609,-72
51,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.6901407,-72
52,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.720942,-72
53,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.7642508,-72
54,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.7858124,-72
55,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632311025.8252585,-72
