index,uuid,time,rssi
0,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.5099726,-41
1,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.5450902,-44
2,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.5796258,-35
3,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.6132543,-34
4,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.6432767,-34
5,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.6745174,-34
6,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.7079754,-41
7,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.9416208,-38
8,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209741.9715736,-34
9,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.0040255,-33
10,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.0397277,-40
11,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.0795426,-42
12,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.1842165,-39
13,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.2238133,-41
14,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.2597425,-44
15,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.2996042,-38
16,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.369076,-41
17,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.4086077,-44
18,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.447021,-38
19,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.4794855,-38
20,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.5202334,-41
21,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.5527582,-42
22,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.5908391,-40
23,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.6283717,-39
24,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209742.6678712,-41
