index,uuid,time,rssi
0,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186537.1893346,-57
1,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186537.4710228,-49
2,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186537.7579744,-57
3,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186538.037695,-47
4,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186538.5955598,-56
5,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186538.873982,-47
6,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186539.1560988,-47
7,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186539.7260702,-49
8,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186540.1748118,-48
9,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186540.2010667,-49
10,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186540.4915106,-47
11,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186540.777315,-49
12,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186541.348553,-49
13,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186541.6327941,-48
14,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186541.914855,-49
15,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186542.196891,-55
16,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186542.4823964,-47
17,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186542.7714796,-50
18,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186543.0643914,-57
19,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186543.3477423,-48
20,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186543.928588,-50
21,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186544.2127738,-48
22,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186544.5019104,-58
23,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186544.7827928,-48
24,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186545.0730104,-57
25,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186545.3636026,-49
26,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186545.6515412,-47
27,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186545.934911,-48
28,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186546.2228017,-48
29,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186546.5074072,-47
30,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186546.7915473,-47
31,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186547.0805883,-56
32,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186547.3690927,-50
33,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186547.651788,-56
34,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186547.931575,-49
35,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186548.216208,-49
36,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186548.7876415,-50
37,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186549.0753603,-49
38,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186549.3576515,-49
39,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186549.646637,-48
40,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186549.9356205,-56
41,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186550.2214484,-49
42,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186550.5043836,-56
43,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186550.7914648,-47
44,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186551.0768974,-56
45,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186551.3652327,-48
46,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186551.648183,-57
47,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186551.9314933,-50
48,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186552.2216873,-48
49,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186552.514417,-57
50,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186552.6749,-51
51,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186552.8345776,-51
52,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186552.984718,-51
53,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186553.1009612,-51
54,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186553.2278225,-51
55,cf3164a0-1c1d-a7fe-f8eb-767156e9154f,1632186553.4611917,-51
