index,uuid,time,rssi
0,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.3663535,-40
1,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.4002247,-39
2,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.429967,-39
3,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.4671705,-34
4,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.5055664,-42
5,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.5449026,-40
6,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.5774636,-40
7,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.6760678,-34
8,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.7072227,-35
9,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.7410116,-34
10,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.7769854,-42
11,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.8119671,-42
12,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.8464396,-40
13,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.9174557,-34
14,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209572.9629755,-42
15,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.0372782,-39
16,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.0780563,-41
17,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.1162019,-40
18,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.155025,-35
19,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.1873367,-39
20,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.2174447,-34
21,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.2725143,-39
22,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.334858,-39
23,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.3671646,-34
24,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.4067428,-43
25,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.444817,-44
26,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.4785783,-45
27,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.5160475,-36
28,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.6114547,-39
29,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.6510754,-42
30,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.6906447,-44
31,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.719421,-40
32,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.7580676,-40
33,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.796174,-40
34,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.8324904,-42
35,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.8671594,-41
36,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.9009686,-45
37,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.932589,-44
38,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.9625404,-44
39,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209573.9998026,-34
40,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.0380201,-40
41,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.071648,-40
42,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.1018236,-43
43,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.1362631,-40
44,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.1726158,-44
45,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.2400868,-39
46,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.2713284,-34
47,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.307507,-40
48,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.3422654,-41
49,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.3833137,-40
50,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.4179585,-39
51,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.5129325,-34
52,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.5499804,-40
53,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.5870414,-44
54,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.658534,-40
55,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.6920455,-35
56,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.7314808,-40
57,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.8096404,-35
58,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.8470902,-41
59,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.8795106,-40
60,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.910916,-42
61,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209574.946448,-40
62,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.0773528,-34
63,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.1185036,-40
64,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.1522715,-42
65,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.1931882,-39
66,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.2313123,-39
67,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.261251,-34
68,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.3032875,-42
69,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.3379817,-40
70,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.415332,-42
71,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.4507494,-41
72,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.5153222,-40
73,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.5512192,-39
74,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.5863285,-40
75,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.6270723,-37
76,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.7080696,-34
77,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.748846,-40
78,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.7846308,-39
79,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.812563,-42
80,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.9222083,-39
81,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209575.9728394,-40
82,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.0100288,-35
83,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.047137,-41
84,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.0854158,-45
85,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.1878378,-39
86,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.2249959,-42
87,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.3374112,-35
88,1de5d3de-4e54-445d-b31c-48d1a58b4f33,1632209576.3724682,-35
